id,code,name,rating
374,6160,Nakshatra,38.03
375,6170,Nandana Manoj Bharathiraja,78.18
376,6172,Nandini (Kausalya),68.25
377,6174,Nandita Das,73.29
378,6176,Nandhu,46.96
379,6177,Nani,65.79
380,6179,Napoleon,84.6
381,6180,Narain,68.52
382,6184,Narendra Prasad,61.1
383,6193,Navneet Kaur,53.6
384,6194,Navya Nair,75.87
385,6196,Nayanthara,70.32
386,6205,Neena Kurup,17.2
387,6214,Nikitha Thukral,58
388,6217,Nimisha,15.6
389,6229,Shanavas (New),46.01
390,6230,Nishan KP Nanaiah,55.9
391,6231,Nishant Sagar,77.76
392,6236,Nithya Menen,61.37
393,6237,Nithya Das,70
394,6262,P Balachandran,51.84
395,6304,Padmapriya,59.64
396,6330,Parthiban,72
397,6332,Parvathi Thiruvoth,74.28
398,6334,Parvathi Melton,78.85
399,6336,Pasupathy,41.38
400,6348,Pavithra,73
401,6369,Pooja Batra,82.72
402,6375,Poonam Bajwa,51.52
403,6382,Poornima Mohan,83.63
404,6392,Prabhas,67.86
405,6394,Prabhu,71.4
406,6395,Prabhu Deva,71.25
407,6399,Pradeep Rawat,58.5
408,6406,Prakash Raj,63.47
409,6408,Pranav Mohanlal,58.38
410,6419,Praveena,47.55
411,6420,Preetha Vijayakumar,67.67
412,6441,Priyamani,60.33
413,6447,Priyanka Nair,50.04
414,6454,Puneeth Rajkumar,67.24
415,6471,Radha Varma,46.36
416,6476,Radhika Sarathkumar,44.72
417,6477,Radhika (New),66.44
418,6495,Rahman,70.8
419,6502,Raja Sahib,66.5
420,6522,Rajit Kapoor,53.25
421,6563,Rambha,83.81
422,6566,Ramesh Pisharadi,43.5
423,6573,Ramya Krishnan,67.24
424,6574,Ramya Nambeesan,64.06
425,6600,Ravi Teja,85
426,6609,Mallika (Reeja),45.5
427,6624,Renuka Menon,88.35
428,6631,Richa Palod,60.8
429,6635,Rijosh,78.02
430,6637,Rima Kallingal,61.76
431,6642,Rishi Prakash,53.32
432,6646,Riyaz Khan,44.96
433,6652,Roja,68.31
434,6654,Roma,65.31
435,6660,Roopashree,27.78
436,6667,Ruchitha Prasad,88.36
437,6697,Sabitha Jayaraj,65.43
438,6712,Saiju Kurup,49.88
439,6713,Saikumar,57.83
440,6716,Sajan Surya,37
441,6735,Salim Kumar,64.13
442,6746,Sameera Reddy,66.75
443,6748,Samuthirakani,44.77
444,6749,Samvrutha Sunil,70.94
445,6750,Samyuktha Varma,80.94
446,6754,Kaathal Sandhya,61.1
447,6759,Sangeetha (Rasika),80.84
448,6784,Sanusha,55.22
449,6786,Murali Menon,58.5
450,6793,Saranya Mohan,59.25
451,6804,Sarathkumar,42.38
452,6805,Sarayu Mohan,33.04
453,6842,Sathyaraj,66.75
454,6850,Seema,49.6
455,6851,Seema Biswas,49.65
456,6856,Seetha,22.5
457,6858,Sai Pallavi,71.45
458,6872,Shafna,53.62
459,6884,Shakkeela,50.4
460,6893,Shamna Kasim,57.51
461,6906,Shanthi Krishna,46.44
462,6911,Sharbani Mukjerjee,56.63
463,6922,Sheela Kaur,59.27
464,6925,Shekhar,62.4
465,6931,Athmeeya Rajan,45.84
466,6942,Shobha Mohan,46.75
467,6946,Shivada Nair,65.05
468,6948,Shriya Saran,53.91
469,6949,Sruthi Lakshmi,46.83
470,6950,Shruthi Menon,54.99
471,6967,Sidharth Bharathan,45.02
472,6978,Sindhu Menon,72.91
473,6988,Skandan,96
474,7001,Sona Nair,34.19
475,7002,Sonal Devaraj,43.16
476,7008,Soniya Agarwal,46.48
477,7017,Soundarya,86.44
478,7028,Sreedevika,72
479,7029,Sreedhanya,20
480,7035,Sreeja Chandran,29.14
481,7040,Sreejith Ravi,43.46
482,7041,Sreejith Vijay,41.01
483,7049,Arjun Ashokan,39.8
484,7060,Andrea Jeremiah,64.9
485,7065,Srikanth,39
486,7072,Sruthi Raj,82.65
487,7073,Sruthika,78.96
488,7099,Sudheer,52.2
489,7102,Sudheesh,9.36
490,7107,Suhasini,82.58
491,7108,Suhasini V Nair,86.4
492,7110,Suja Karthika,86.4
493,7119,Sujitha,65.49
494,7120,Sukanya,41.36
495,7138,Sumitha,50.76
496,7139,Sumithra,45.12
497,7157,Surabhi Lakshmi,79.46
498,7172,Surya,62.56
499,7186,Swarnamalya,58.73
500,7192,Swetha Menon,51.09
501,7225,Tabu,75.2
502,7230,Tessa Joseph,76.32
503,7231,Thalaivasal Vijay,56
504,7232,Thampi Antony,57.27
505,7273,Tini Tom,47.44
506,7286,Trisha Krishnan,62.63
507,7294,Umashankari,63.92
508,7297,Guiness Pakru (Ajayakumar),63.85
509,7300,Unni Shivapal,67.08
510,7304,Sritha Sivadas,53.53
511,7306,Urmila Matondkar,60
512,7323,Madona Sebastian,64.4
513,7353,Vani Viswanath,52.65
514,7355,Varada,51.75
515,7429,Vijayaraghavan,68.76
516,7430,Vijayasanthi,32.9
517,7443,Vimala Raman,66.43
518,7444,Arjun Sasi,71
519,7446,Vinayakan,72.66
520,7450,Vincenzo Bocciaralli,47.25
521,7453,Vineeth,45.83
522,7454,Vineeth Kumar,56.15
523,7461,Vinu Mohan,49.03
524,7468,Vishnupriya,39.67
525,7475,Vyjayanthi,78.02
526,7477,Elham Mirza,67.24
527,7485,YG Mahendran,78.02
528,7488,Yash,92.16
529,7514,Parvathy Nair,48.31
530,7536,Sethu,66.3
531,7541,Soja Jolly,32.8
532,7807,Hareesh Peradi,64.36
533,7870,Vaiga,59.3
534,7909,Balu Varghese,64.62
535,7925,Avanthika Mohan,45.44
536,7941,Aqsa Bhatt,29.16
537,7948,Maqbool Salman,35.55
538,7963,Shankar Ramakrishnan,70.55
539,8019,Shehin,51.46
540,8085,Vinay Forrt,60.29
541,8095,Parvathy Nambiar,52.25
542,8152,Parvathy Omanakkuttan,55.14
543,8366,Rahul Pillai,69
544,8486,Santhosh Keezhattoor,42.49
545,8491,Santhosh Pandit,26.83
546,8507,Shibla,78.26
547,8563,Bharath Srinivasan,57.63
548,8617,Chemban Vinod Jose,65
549,8651,Unni Mukundan,57.99
550,8702,Anson Paul,60.75
551,8809,Nimisha Sajayan,61.26
