id,code,name,rating
759,8654,Vijayan Poonjar,26.25
760,8656,Gayoz Johnson,57.6
761,8658,Euphoria (Palash Sen),29.25
762,8660,Perattupuram Madhu,18.8
763,8661,KA Latheef,22.93
764,8662,Shamej Sreedhar,39.39
765,8663,Shyam Balakrishnan,45
766,8664,Sanjoy Salil Chowdhury,50.63
767,8671,Rinil Gautham,47.58
768,8673,S Thaman,52.74
769,8674,Sam Thomas,34.5
770,8677,Amshi Narayana Pillai,72.08
771,8683,Manju Vellayani,68.56
772,8685,Palanivel,30
773,8689,Rasheed Parakkal,62.61
774,8692,Kavinchar Muthulingam,9
775,8693,CR Menon,42.33
776,8696,Sreeprasad,52.23
777,8699,Bharathiyar,77.08
778,8703,Afsal Abdul Kareem,31.2
779,8709,Tahir Faraz,88.36
780,8711,Jayakumar Chengamanadu,37.5
781,8713,Johnson Karoor Komalloor,47.25
