id,code,name,rating
388,4092,Ullattil Sasidharan,60.25
389,4105,Lohith Madhav,33.21
390,4117,Sana Altaf,70.52
391,4121,VA Jahangeer,34.89
392,4122,Binu S,71.34
393,4124,VBK Menon,57
394,4128,VHM Rafeek,82.39
395,4133,Shiju Cherupannur,52
396,4137,Mahesh Keshav,45.92
397,4141,VP Madhavan Nair,37.5
398,4144,VR Das Thozhur,60.23
399,4146,VS Suresh,21.84
400,4148,Vachan Shetty,53.46
401,4151,Vaisakh Rajan,56.9
402,4163,Ajith C Lokesh,78.3
403,4168,Vijayakumar,68.06
404,4173,Vijins,38.2
405,4180,Vindhyan,72.15
406,4181,Baby Thomas,53.6
407,4184,Sibi Padiyara,55.08
408,4281,Vijeesh Vasudev,34.4
409,4305,Sidharth Shiva,54.4
410,4363,Madhu S Nair,24.6
411,4366,Mahesh Narayanan,69.7
412,4514,Shyju Khalid,83.52
413,4528,Sujith Nair,32.8
414,4529,Sujith Vaassudev,66.99
415,4534,Suresh,29.6
416,4536,Mahesh Gopal,68.8
417,4662,Amala Paul,68.04
418,4714,Anil Murali,70.47
419,4739,Anoop Menon,62.87
420,4757,Aparna Nair,39.8
421,4759,Ajay Devaloka,46.98
422,4774,Archana Kavi,53.82
423,4780,Sunil Sukhada,55.04
424,4800,Asif Ali,69.87
425,4810,Augustine,80.84
426,4836,Babu Pallassery,41.58
427,4870,Nazriya Nazim,84.5
428,4918,G Prem,41
429,4948,Bala,58.58
430,5049,Harilal Gandhi,24
431,5156,Dhanya Mary Varghese,57.09
432,5159,Dharmajan Bolgatty,67.86
433,5218,Manoj Nair,26.73
434,5232,Geedha Salam,30
435,5238,Genelia D\'Souza,31.2
436,5273,Govind Padmasoorya,64.08
437,5329,Indrans,68.8
438,5330,Ajmal,25.42
439,5349,Jaffer Idukki,8.7
440,5352,Jagadish,34.44
441,5358,Dhanoj Naik,36.45
442,5374,JayaKrishnan,27.88
443,5393,Jayaprakash Kuloor,38.18
444,5446,Joy Mathew,62.96
445,5463,Faizal Latheef,61.52
446,5534,Kalabhavan Shajohn,35.1
447,5620,Kaushik Babu,47.65
448,5660,Kollam Ajith,43.11
449,5717,Kunchacko Boban,77.43
450,5851,Mahalakshmi,27.2
451,5886,Manikuttan,37.5
452,5948,Master Badusha,34.4
453,6153,Nagarjuna,76
454,6171,Ramesh Kanna,60
455,6174,Nandita Das,83.6
456,6180,Narain,73.32
457,6230,Nishan KP Nanaiah,53.07
458,6236,Nithya Menen,77.08
459,6262,P Balachandran,75.33
460,6569,P Ramu,49.88
461,6646,Riyaz Khan,49.41
462,6660,Roopashree,47.56
463,6697,Sabitha Jayaraj,92.15
464,6735,Salim Kumar,62.81
465,6747,Haseeb Haneef,69.66
466,6755,Sandhya Rajendran,44.9
467,6805,Sarayu Mohan,34.8
468,6861,Senthil,49.2
469,6893,Shamna Kasim,39.56
470,6925,Shekhar,62.4
471,6939,Vinod Guruvayoor,60.77
472,6967,Sidharth Bharathan,38.54
473,7080,Manikandan,56.25
474,7195,Syam Seethal,76.56
475,7232,Thampi Antony,57.27
476,7276,Tom George,85.5
477,7297,Guiness Pakru (Ajayakumar),44.65
478,7300,Unni Shivapal,56.04
479,7353,Vani Viswanath,39.11
480,7446,Vinayakan,61.92
481,7500,AK Santhosh,78.85
482,7513,Ajith Prathap,80.1
483,7515,Alankode Leelakrishnan,84.6
484,7521,Ananthu,62.25
485,7522,Anil Raj,83.6
486,7523,Anish Panicker,41.28
487,7529,Aryadan Shaukath,61.63
488,7538,BR Vijayalakshmi,69.6
489,7555,Bobby-Sanjay,75.2
490,7573,O Chandu Menon,51.6
491,7579,Chinni Krishna,36.8
492,7589,Dileesh Nair,61.6
493,7591,Dr. Iqbal Kuttippuram,91.2
494,7599,Santhosh Echikkanam,73.1
495,7637,Hamsa Kayanikkara,18.8
496,7638,Haridas Karivellur,59.19
497,7639,Haripad Harilal,44.51
498,7645,James Albert,49.2
499,7674,K Gireesh Kumar,78.28
500,7676,K Murali Menon,40.5
501,7694,KS Noushad,19
502,7725,Krishna Poojappura,62.12
503,7744,M Sindhuraj,70.53
504,7745,M Sukumaran,74.26
505,7768,Madhavikkutty (Kamala Surayya),77.08
506,7771,Mahesh Mithra,69.24
507,7778,Mani Shornur,84.48
508,7799,Yousuf Mohammed,24.6
509,7813,N Prabhakaran,74
510,7824,Nizam Rauthar,52.5
511,7847,Kaladharan KV,88.92
512,7854,PS Kumar,29.45
513,7856,PS Rafeeq,72
514,7862,Pallari Mathikachalam,49.6
515,7869,Perumpadavam Sreedharan,34.2
516,7877,Punathil Kunjabdulla,32.8
517,7884,Sakkir Madathil,44.72
518,7895,Rajesh Jayaraman,52.12
519,7917,S Suresh Babu,52.52
520,7921,SK Pottakkad,41
521,7923,SN Swamy,51.15
522,7928,Sadanan(Sadanandan Perumbavoor),52.2
523,7932,Sajan Cholayil,27
524,7948,Maqbool Salman,34.4
525,7950,Satheesh Babu Mancheri,34.5
526,7951,Santhosh Khan,26.4
527,7962,Shani Khadhar,68.4
528,7963,Shankar Ramakrishnan,53.04
529,7969,Sibi K Thomas,88.36
530,7973,Sidhique Thamarassery,25.8
531,7977,Soorya Krishna Moorthy,72
532,7992,Mahaa Subair,60.71
533,8002,Sunil Parameswaran,64.78
534,8007,Suresh Pathisseri,24.44
535,8008,Suresh Pothuval,61.27
536,8049,Tommy John,37.6
537,8063,VC Ashok,49.6
538,8072,Vadakkan Pattu,28.8
539,8085,Vinay Forrt,55.76
540,8406,K Padma Kumar,24
541,8486,Santhosh Keezhattoor,26.1
542,8491,Santhosh Pandit,26.83
543,8600,YV Rajesh,66.75
544,8617,Chemban Vinod Jose,67.24
545,8644,Anoop Seelin,71.38
546,8702,Anson Paul,69.66
547,8716,Manu Krishna,43.5
548,8720,PN Vijayakumar,46.8
549,8721,PR Ajith Kumar,33.2
550,8728,Rajeev Nair,76.72
551,8786,Sajesh Nair,17.01
552,8796,EV Sreedharan,59.85
553,8823,Satheesh Muthukulam,41.5
554,8829,Dulquer Salmaan,73.35
